M,N,K,ProcessNum,ParallelTime,SequentialTime,RelativeError,GFLOPS,SpeedUp
4250,4250,4250,16,0.8516400000000001,12.603854333333333,0.0,180.2771711051618,14.79950957368528
4250,4250,4250,20,0.7272103333333333,13.251978333333334,0.0,211.12358139392046,18.22303359275698
4500,4500,4500,4,3.3149123333333335,12.461702,0.0,54.97882950549623,3.759285539677922
4500,4500,4500,8,1.8271453333333334,13.853001999999998,0.0,99.74576005265773,7.58177346228251
4500,4500,4500,12,1.228041,14.198585666666666,0.0,148.40709715717963,11.561980151042732
4500,4500,4500,16,0.9922599999999999,14.486797666666666,0.0,183.67161832584205,14.599800119592311
4500,4500,4500,20,0.8753000000000001,15.312971,0.0,208.2143265166229,17.49454015766023
4750,4750,4750,4,3.973619,15.348958000000001,0.0,53.94169647366797,3.8627150715758107
4750,4750,4750,8,2.1991143333333336,16.773291666666665,0.0,97.46821561346741,7.627294048528323
4750,4750,4750,12,1.5120060000000002,17.182691666666667,0.0,141.7611768736367,11.364168969347123
4750,4750,4750,16,1.1281323333333333,17.546975333333332,0.0,189.9987649203093,15.554004450423516
4750,4750,4750,20,0.988881,18.592190333333335,0.0,216.75383590138753,18.801241335745488
5000,5000,5000,4,4.307695666666667,18.236242333333333,0.0,58.03566903171046,4.233410097757602
5000,5000,5000,8,2.389984666666667,19.579646333333333,0.0,104.6031815545818,8.192373200720674
5000,5000,5000,12,1.7388756666666667,20.668299666666666,0.0,143.77106126238277,11.886013510262474
5000,5000,5000,16,1.3295066666666668,21.091141666666665,0.0,188.03967386398963,15.86388560167681
5000,5000,5000,20,1.1109566666666666,22.315003,0.0,225.03127934782938,20.086294694962604
